No.1
move_result
-3	-20	22	23	-1	0	-10	28	-1	42	6	23	42	7	21	-1	20	15	6	17	22	-36	3	0	-23	25	-3	11	-13	4	-9	-24	28	3	-7	-23	11	-32	2	-17	-36	-15	-44	-18	9	-19	0	-10	-16	-4	-24	-10	22	14	10	0	4	18	0	28	-13	-22	-4	13	0	-1	-14	24	16	2	0	8	-7	2	11	-35	-17	-3	-3	-4	-15	-9	-6	-2	25	-4	12	-20	0	35	0	-45	0	-3	-9	-17	1	-3	5	-12	
result_angle
309	137	11	77	36	482	426	323	461	486	466	0	284	244	201	221	31	320	281	36	
15	29	15	59	67	34	26	83	94	98	29	62	51	62	89	60	85	66	25	28	
574	564	35	11	51	109	155	0	243	219	238	530	126	113	115	69	97	490	92	68	
16	11	98	72	55	84	98	99	67	20	25	41	56	38	85	60	51	1	39	78	
582	598	761	513	727	732	748	837	688	589	634	505	897	525	888	673	672	586	860	635	
Crossover
33	413	79	9	352	166	491	258	460	487	130	336	92	436	221	201	330	21	28	289	177	269	79	9	480	38	363	386	460	487	18	448	220	308	205	217	346	5	49	268	29	417	75	13	356	162	450	299	485	462	146	320	116	412	201	221	343	8	16	301	61	385	73	15	358	160	483	266	454	493	144	322	84	444	201	221	340	11	265	52	293	153	9	79	38	480	426	323	463	484	448	18	284	244	217	205	13	338	53	264	
13	31	43	31	99	2	18	91	114	78	63	28	63	50	125	24	83	68	29	24	29	15	59	15	99	2	18	91	98	94	63	28	63	50	125	24	67	84	25	28	31	13	31	43	67	34	18	91	70	122	29	62	59	54	89	60	69	82	25	28	29	15	31	43	3	98	90	19	78	114	31	60	51	62	25	124	71	80	25	28	29	15	31	43	67	34	26	83	78	114	31	60	51	62	89	60	71	80	24	29	
572	566	3	43	33	127	8	147	211	251	606	162	125	114	65	119	226	361	84	76	564	574	11	35	125	35	144	11	219	243	130	638	113	126	85	99	106	481	76	84	572	566	3	43	33	127	136	19	211	251	734	34	125	114	65	119	354	233	76	84	572	566	35	11	101	59	8	147	243	219	570	198	121	118	101	83	482	105	68	92	564	574	11	35	41	119	1	154	219	243	86	682	116	123	65	119	235	352	68	92	
8	19	106	64	119	20	98	99	23	64	9	57	36	58	29	116	35	17	103	14	0	27	98	72	119	20	98	99	23	64	9	57	44	50	21	124	35	17	15	102	26	1	72	98	21	118	98	99	69	18	57	9	54	40	125	20	17	35	70	47	1	26	66	104	86	53	99	98	18	69	41	25	40	54	52	93	3	49	103	14	0	27	98	72	119	20	98	99	23	64	9	57	44	50	21	124	35	17	102	15	
598	582	553	721	724	735	877	708	613	664	505	634	517	905	681	880	610	648	856	639	582	598	761	513	727	732	748	837	692	585	122	1017	901	521	888	673	672	586	888	607	598	582	521	753	727	732	588	997	580	697	250	889	773	649	936	625	576	682	604	891	582	598	689	585	735	724	996	589	760	517	378	761	649	773	560	1001	744	514	637	858	598	582	705	569	734	725	965	620	649	628	891	248	649	773	609	952	648	610	637	858	
Mutation
33	413	79	9	352	166	491	258	460	487	130	336	92	436	221	201	330	21	28	289	177	269	79	9	480	38	363	386	460	487	18	448	220	308	205	217	346	5	49	268	29	417	75	13	356	162	450	299	485	462	146	320	116	412	201	221	343	8	16	301	61	385	73	15	358	160	483	266	454	493	144	322	84	444	201	221	342	11	265	52	293	153	9	79	38	480	426	323	463	484	448	18	284	244	217	205	13	338	53	264	
13	31	43	31	99	2	82	91	114	78	63	28	63	50	125	24	83	68	29	24	29	15	59	15	99	2	18	91	98	94	63	28	63	50	125	24	67	84	25	92	31	13	31	43	67	34	18	91	70	122	29	62	59	54	89	60	69	82	25	28	29	15	31	43	3	98	90	19	78	122	31	60	51	62	25	124	71	80	25	28	29	15	31	43	67	34	26	83	78	114	31	60	51	62	88	60	71	82	24	29	
572	566	3	43	33	127	8	147	211	251	606	162	125	114	65	117	226	361	84	76	564	574	11	35	125	35	144	11	219	243	130	638	113	126	85	99	74	481	76	84	572	566	3	43	33	127	136	19	211	251	734	34	125	114	65	119	354	233	76	84	572	566	35	11	103	43	8	147	243	219	570	198	121	118	101	83	482	105	68	92	564	574	11	35	41	119	1	154	219	243	86	682	117	123	97	119	235	360	68	92	
8	19	106	66	119	52	98	99	23	64	9	57	36	58	29	116	35	17	103	14	0	27	98	72	119	20	98	99	23	64	9	57	44	50	21	124	35	17	15	102	26	1	72	98	21	118	99	99	69	18	57	9	55	40	125	20	17	35	70	47	1	26	66	104	86	53	99	98	18	69	41	25	40	54	52	89	3	49	103	14	0	27	98	104	119	20	98	99	23	64	9	57	44	50	21	124	99	17	102	15	
598	582	553	721	724	671	877	708	613	664	473	634	517	905	681	880	610	648	856	639	582	598	761	513	727	732	748	773	692	585	122	1017	901	521	888	673	672	586	888	607	598	582	521	753	727	732	588	997	580	697	250	889	773	649	936	625	576	682	604	891	582	598	689	585	719	724	996	588	760	517	378	761	649	773	560	1001	744	514	637	858	598	582	705	569	734	725	965	620	649	628	891	248	649	773	609	952	648	610	637	858	
No.2
move_result
