23,28,443,11,619,
23,28,441,11,555,
23,28,441,11,555,
22,29,441,11,619,
23,28,447,11,587,
23,28,441,11,555,
23,28,441,11,619,
22,29,441,11,619,
23,28,443,11,619,
23,28,441,11,555,
23,28,443,11,619,
23,28,441,11,619,
23,28,443,11,619,
23,28,441,11,619,
23,28,441,11,555,
23,28,443,11,587,
23,28,441,11,555,
23,28,441,11,619,
23,28,441,11,619,
23,28,443,11,619,
23,28,443,11,619,
23,28,441,11,555,
23,28,441,11,555,
22,29,441,11,619,
23,28,443,11,587,
23,28,441,11,555,
23,28,441,11,619,
22,29,441,11,619,
23,28,443,11,619,
23,28,441,11,555,
23,28,443,10,619,
23,28,441,11,619,
23,28,443,11,619,
23,28,441,11,619,
23,28,441,11,555,
23,28,443,11,587,
23,28,441,11,555,
23,28,441,11,619,
23,28,441,11,619,
23,28,443,11,619,
23,28,443,11,619,
23,28,441,11,555,
23,28,441,11,555,
22,29,441,11,619,
23,28,443,11,587,
23,28,441,11,555,
23,28,441,11,619,
22,29,443,43,619,
23,28,443,11,619,
23,28,441,11,554,
23,28,443,11,619,
23,28,441,11,619,
23,28,443,11,619,
23,28,441,11,555,
23,28,441,11,555,
23,28,443,11,587,
23,28,441,11,555,
23,28,441,11,619,
23,28,441,11,619,
23,28,443,11,619,
23,28,443,11,619,
23,28,441,11,555,
23,28,441,11,555,
22,29,441,11,619,
23,28,443,11,587,
23,28,441,11,555,
23,28,441,11,619,
22,29,441,11,619,
23,28,443,3,619,
23,28,441,11,555,
23,28,443,11,619,
23,28,441,11,619,
23,28,443,11,619,
23,28,441,11,619,
23,28,441,11,555,
23,28,443,11,587,
23,28,441,11,555,
23,28,441,11,619,
23,28,441,11,619,
23,28,443,11,619,
23,28,443,11,619,
23,28,441,11,555,
23,28,441,11,555,
22,29,441,11,619,
23,28,443,11,587,
23,28,441,27,555,
23,28,441,11,619,
22,29,441,11,619,
23,28,443,11,619,
23,28,441,11,555,
23,28,443,11,619,
23,28,441,11,619,
23,28,443,11,619,
23,28,441,11,619,
23,28,441,11,555,
23,28,443,11,587,
23,28,441,11,555,
23,28,441,11,619,
23,28,441,11,619,
23,28,443,11,619,
