31,28,505,11,522,
23,12,443,15,587,
23,28,443,15,587,
23,28,441,15,523,
23,28,441,11,523,
23,28,443,15,587,
23,28,441,11,523,
23,28,441,11,523,
23,28,441,11,523,
23,28,441,11,523,
23,12,443,15,587,
23,12,443,15,587,
23,12,443,15,587,
23,12,443,15,587,
23,12,443,15,587,
23,12,443,47,587,
23,12,443,15,587,
23,28,441,11,523,
23,28,441,11,523,
23,28,441,15,523,
23,28,505,11,522,
31,12,443,15,587,
23,28,443,15,587,
23,28,441,15,523,
23,28,441,11,523,
23,28,443,15,587,
23,28,441,11,523,
23,28,441,11,523,
23,28,441,11,523,
23,28,441,11,523,
23,12,443,15,587,
23,12,443,15,587,
23,12,443,15,523,
23,12,443,15,587,
23,12,443,15,587,
23,12,443,15,587,
23,12,443,15,587,
23,28,441,11,523,
23,28,441,11,523,
23,28,441,15,523,
23,28,505,11,522,
31,12,443,15,587,
23,28,427,15,587,
23,28,441,15,523,
23,28,441,11,523,
23,28,443,15,587,
23,28,441,11,523,
23,28,505,11,523,
23,28,441,11,523,
23,28,441,11,523,
23,12,443,15,587,
23,12,443,15,587,
23,12,443,15,587,
23,12,443,15,587,
23,12,443,15,587,
23,28,443,15,587,
23,12,443,15,587,
23,28,441,11,523,
21,28,441,11,523,
22,28,441,15,523,
23,28,505,11,522,
31,12,443,15,587,
23,28,443,15,587,
23,28,441,15,523,
23,28,441,11,523,
23,28,443,15,587,
23,28,441,11,523,
23,28,441,11,523,
23,28,441,11,523,
23,28,441,11,523,
23,12,443,15,587,
23,12,443,15,587,
23,12,443,15,587,
23,12,443,15,587,
23,12,443,15,587,
23,12,443,15,587,
23,12,443,15,587,
23,28,441,11,523,
23,28,441,11,523,
23,28,441,15,523,
23,28,505,11,522,
31,12,443,15,587,
23,28,443,15,587,
23,28,441,15,523,
23,28,441,11,523,
23,28,443,15,587,
23,28,441,11,523,
23,28,441,11,523,
23,28,441,11,523,
23,28,441,11,523,
23,12,443,15,587,
23,12,443,15,587,
23,12,443,15,587,
23,12,443,15,587,
23,12,443,15,587,
23,12,443,15,587,
23,12,443,15,587,
23,28,441,11,523,
23,28,441,11,523,
23,28,441,15,523,
