Disp Cluster Num:1
Disp Cluster Num:10
Center Point ,128,45,23,63,925

No.1 ,128,45,23,63,925
No.2 ,128,45,23,53,925
No.3 ,128,45,23,55,925
No.4 ,128,45,23,53,925
No.5 ,128,45,23,117,925
No.6 ,128,45,23,53,925
No.7 ,128,45,23,53,925
No.8 ,166,82,5,66,406
No.9 ,353,56,503,6,815
No.10 ,128,45,23,55,925


Disp Cluster Num:1
Center Point ,217,11,250,24,657

No.1 ,217,11,250,24,657
No.2 ,196,46,243,49,696
No.3 ,221,11,250,24,657
No.4 ,192,46,243,49,696
No.5 ,205,11,251,24,657
No.6 ,208,46,243,49,696
No.7 ,205,11,250,24,657
No.8 ,208,47,243,49,696
No.9 ,237,11,250,24,657
No.10 ,208,46,243,49,696

Disp Cluster Num:2
Center Point ,353,56,503,6,815

No.1 ,353,56,503,6,815
No.2 ,128,45,23,55,925
No.3 ,353,56,503,6,815
No.4 ,450,68,62,82,627
No.5 ,353,56,503,6,815
No.6 ,448,68,62,82,627
No.7 ,128,45,23,55,925
No.8 ,448,68,62,83,627
No.9 ,448,68,61,82,627
No.10 ,353,57,503,6,815

Disp Cluster Num:3
Center Point ,162,82,5,64,406

No.1 ,162,82,5,64,406
No.2 ,167,74,5,65,406
No.3 ,166,82,5,64,406
No.4 ,167,74,5,65,406
No.5 ,166,82,5,64,406
No.6 ,167,74,5,65,406
No.7 ,166,82,5,64,406
No.8 ,167,74,5,65,406
No.9 ,166,82,5,64,406
No.10 ,167,74,5,65,402

Disp Cluster Num:4
Center Point ,128,45,23,55,925

No.1 ,128,45,23,55,925
No.2 ,128,45,23,55,925
No.3 ,128,45,23,55,925
No.4 ,128,45,23,55,925
No.5 ,128,45,23,55,925
No.6 ,128,45,23,55,925
No.7 ,128,45,23,55,925
No.8 ,128,45,23,55,925
No.9 ,128,45,23,55,925
No.10 ,128,45,23,55,925

Disp Cluster Num:5
Center Point ,289,72,279,57,530

No.1 ,289,72,279,57,530
No.2 ,448,68,62,83,627
No.3 ,289,72,279,57,530
No.4 ,448,68,62,83,627
No.5 ,289,72,279,57,530
No.6 ,448,68,62,83,627
No.7 ,289,72,279,57,530
No.8 ,448,68,62,83,627
No.9 ,289,72,279,57,530
No.10 ,448,68,62,83,627

Disp Cluster Num:6
Center Point ,68,46,368,7,659

No.1 ,68,46,368,7,659
No.2 ,68,46,368,7,659
No.3 ,68,46,368,7,659
No.4 ,68,46,368,7,667
No.5 ,68,46,368,7,659
No.6 ,68,46,368,7,659
No.7 ,68,46,368,7,659
No.8 ,68,46,368,7,659
No.9 ,68,46,368,7,659
No.10 ,68,46,368,7,659

Disp Cluster Num:7
Center Point ,128,45,23,53,925

No.1 ,128,45,23,53,925
No.2 ,128,45,23,53,925
No.3 ,128,45,23,53,925
No.4 ,128,45,23,37,925
No.5 ,128,45,23,53,925
No.6 ,128,45,23,53,925
No.7 ,166,82,5,64,406
No.8 ,128,45,23,53,909
No.9 ,128,45,23,53,925
No.10 ,192,45,23,53,925

Disp Cluster Num:8
Center Point ,353,57,503,6,815

No.1 ,353,57,503,6,815
No.2 ,353,57,503,6,815
No.3 ,353,57,503,6,815
No.4 ,353,57,503,6,815
No.5 ,353,57,503,6,815
No.6 ,353,57,503,6,815
No.7 ,361,57,503,6,815
No.8 ,353,57,503,6,815
No.9 ,353,57,503,6,811
No.10 ,353,57,503,6,815

Disp Cluster Num:9
Center Point ,353,56,503,6,815

No.1 ,353,56,503,6,815
No.2 ,448,68,61,82,627
No.3 ,353,56,503,6,815
No.4 ,448,68,61,82,627
No.5 ,353,56,503,6,815
No.6 ,448,68,61,82,627
No.7 ,353,58,503,6,815
No.8 ,448,68,61,82,627
No.9 ,353,56,503,6,815
No.10 ,448,68,61,82,627

Disp Cluster Num:10
Center Point ,128,45,23,55,925

No.1 ,128,45,23,55,925
No.2 ,164,82,5,64,406
No.3 ,128,45,23,55,925
No.4 ,166,82,5,64,406
No.5 ,128,45,23,55,921
No.6 ,166,82,5,64,406
No.7 ,128,45,23,55,925
No.8 ,166,82,5,64,406
No.9 ,128,45,23,55,925
No.10 ,166,82,5,64,406


Disp Cluster Num:1
Center Point ,196,46,243,49,696

No.1 ,196,46,243,49,696
No.2 ,217,11,250,24,657
No.3 ,196,46,243,49,696
No.4 ,217,11,250,24,657
No.5 ,196,46,243,49,696
No.6 ,217,11,250,24,657
No.7 ,196,46,243,49,696
No.8 ,217,11,250,24,657
No.9 ,196,46,243,49,696
No.10 ,217,11,250,24,657

Disp Cluster Num:2
Center Point ,448,68,62,82,627

No.1 ,448,68,62,82,627
No.2 ,448,68,62,82,627
No.3 ,384,68,62,82,627
No.4 ,448,68,62,83,627
No.5 ,448,68,62,82,627
No.6 ,448,68,62,83,627
No.7 ,448,68,62,82,627
No.8 ,448,68,62,83,627
No.9 ,448,68,61,82,627
No.10 ,448,68,62,83,627

Disp Cluster Num:3
Center Point ,166,82,5,64,406

No.1 ,166,82,5,64,406
No.2 ,167,74,5,65,406
No.3 ,166,82,5,64,406
No.4 ,167,74,5,65,406
No.5 ,166,82,5,64,406
No.6 ,167,74,5,65,406
No.7 ,166,82,5,64,406
No.8 ,167,74,5,65,406
No.9 ,166,82,5,64,406
No.10 ,166,74,5,67,406

Disp Cluster Num:4
Center Point ,128,45,23,55,925

No.1 ,128,45,23,55,925
No.2 ,128,45,23,55,924
No.3 ,128,45,23,55,925
No.4 ,128,45,23,51,925
No.5 ,128,45,23,55,925
No.6 ,128,45,23,55,925
No.7 ,128,45,23,55,925
No.8 ,128,45,23,55,925
No.9 ,128,45,23,55,925
No.10 ,128,45,23,55,925

Disp Cluster Num:5
Center Point ,448,68,62,83,627

No.1 ,448,68,62,83,627
No.2 ,448,68,62,83,627
No.3 ,448,68,62,83,627
No.4 ,448,68,62,83,627
No.5 ,448,68,54,83,627
No.6 ,448,68,62,83,627
No.7 ,448,68,62,83,627
No.8 ,448,68,62,83,627
No.9 ,448,68,62,83,627
No.10 ,448,68,62,83,627

Disp Cluster Num:6
Center Point ,68,46,368,7,667

No.1 ,68,46,368,7,667
No.2 ,68,46,368,7,659
No.3 ,68,46,368,7,659
No.4 ,68,46,368,7,659
No.5 ,68,46,368,7,659
No.6 ,68,46,368,7,659
No.7 ,68,46,368,7,659
No.8 ,68,46,368,7,659
No.9 ,68,46,368,3,659
No.10 ,68,46,368,7,659

Disp Cluster Num:7
Center Point ,128,45,23,53,925

No.1 ,128,45,23,53,925
No.2 ,166,82,5,64,406
No.3 ,128,45,23,53,925
No.4 ,166,82,5,64,406
No.5 ,128,45,23,53,925
No.6 ,166,82,5,64,406
No.7 ,166,82,5,64,406
No.8 ,166,82,5,64,406
No.9 ,128,45,23,53,925
No.10 ,166,82,5,64,406

Disp Cluster Num:8
Center Point ,353,57,503,6,815

No.1 ,353,57,503,6,815
No.2 ,448,68,62,83,627
No.3 ,353,57,503,6,815
No.4 ,448,68,62,83,627
No.5 ,353,57,503,6,815
No.6 ,448,68,62,83,627
No.7 ,353,57,503,6,815
No.8 ,448,68,62,83,627
No.9 ,353,57,503,6,807
No.10 ,448,68,62,83,627

Disp Cluster Num:9
Center Point ,448,68,61,82,627

No.1 ,448,68,61,82,627
No.2 ,448,68,61,82,627
No.3 ,448,68,61,82,627
No.4 ,448,68,61,82,627
No.5 ,448,64,61,82,627
No.6 ,448,68,61,82,627
No.7 ,448,68,61,82,627
No.8 ,448,68,61,82,627
No.9 ,448,68,61,82,627
No.10 ,448,68,61,82,631

Disp Cluster Num:10
Center Point ,448,68,62,82,627

No.1 ,448,68,62,82,627
No.2 ,166,82,5,64,406
No.3 ,448,68,62,82,627
No.4 ,166,82,5,64,406
No.5 ,448,68,62,82,627
No.6 ,166,82,5,64,406
No.7 ,448,68,62,82,627
No.8 ,166,82,5,64,406
No.9 ,448,68,62,82,627
No.10 ,166,82,5,64,406


Disp Cluster Num:1
Center Point ,217,11,250,24,657

No.1 ,217,11,250,24,657
No.2 ,196,46,243,49,696
No.3 ,249,11,250,24,657
No.4 ,196,46,243,49,696
No.5 ,217,11,250,56,657
No.6 ,196,46,243,49,696
No.7 ,217,11,250,24,657
No.8 ,196,46,243,49,696
No.9 ,217,11,250,24,657
No.10 ,196,46,227,49,696

Disp Cluster Num:2
Center Point ,448,68,62,82,627

No.1 ,448,68,62,82,627
No.2 ,166,82,5,64,406
No.3 ,448,68,62,82,627
No.4 ,448,68,62,83,627
No.5 ,448,68,62,82,627
No.6 ,448,68,62,83,627
No.7 ,166,82,7,64,406
No.8 ,448,68,62,83,627
No.9 ,448,68,61,82,627
No.10 ,448,68,62,83,627

Disp Cluster Num:3
Center Point ,166,66,5,67,406

No.1 ,166,66,5,67,406
No.2 ,166,82,5,64,406
No.3 ,166,82,5,64,406
No.4 ,166,82,5,64,406
No.5 ,166,74,5,67,406
No.6 ,166,82,5,64,406
No.7 ,166,74,5,67,406
No.8 ,166,82,5,64,406
No.9 ,166,90,5,67,406
No.10 ,166,82,5,64,406

Disp Cluster Num:4
Center Point ,128,45,23,51,925

No.1 ,128,45,23,51,925
No.2 ,128,45,23,55,925
No.3 ,128,45,23,51,925
No.4 ,128,45,23,55,925
No.5 ,128,45,23,51,925
No.6 ,128,45,23,55,925
No.7 ,128,45,23,51,925
No.8 ,128,45,23,55,925
No.9 ,128,45,23,51,925
No.10 ,128,45,23,55,925

Disp Cluster Num:5
Center Point ,448,68,62,83,627

No.1 ,448,68,62,83,627
No.2 ,448,68,62,83,627
No.3 ,448,68,62,83,627
No.4 ,448,68,62,83,627
No.5 ,448,68,62,83,627
No.6 ,448,68,46,83,627
No.7 ,448,68,62,83,627
No.8 ,448,68,62,83,627
No.9 ,448,68,62,83,627
No.10 ,448,68,62,83,627

Disp Cluster Num:6
Center Point ,68,46,368,39,659

No.1 ,68,46,368,39,659
No.2 ,68,46,368,7,659
No.3 ,68,46,368,7,659
No.4 ,68,46,368,7,659
No.5 ,68,46,368,7,659
No.6 ,68,46,368,7,659
No.7 ,68,46,368,7,659
No.8 ,68,46,368,7,659
No.9 ,68,46,368,7,659
No.10 ,68,46,368,7,659

Disp Cluster Num:7
Center Point ,166,82,5,64,406

No.1 ,166,82,5,64,406
No.2 ,166,82,5,64,406
No.3 ,166,82,5,64,406
No.4 ,166,82,5,64,406
No.5 ,166,82,5,64,406
No.6 ,166,82,5,64,406
No.7 ,166,82,5,64,406
No.8 ,166,82,5,65,406
No.9 ,166,82,5,64,438
No.10 ,166,82,5,64,406

Disp Cluster Num:8
Center Point ,448,68,62,83,627

No.1 ,448,68,62,83,627
No.2 ,448,68,62,83,627
No.3 ,448,68,62,83,627
No.4 ,448,68,62,83,627
No.5 ,448,68,62,83,627
No.6 ,448,68,62,83,627
No.7 ,448,68,62,83,627
No.8 ,480,68,62,83,627
No.9 ,448,68,62,83,627
No.10 ,448,68,126,91,627

Disp Cluster Num:9
Center Point ,448,68,62,82,627

No.1 ,448,68,62,82,627
No.2 ,448,68,61,82,627
No.3 ,448,68,62,82,627
No.4 ,448,68,61,82,627
No.5 ,448,68,62,82,627
No.6 ,448,68,61,82,627
No.7 ,448,68,62,82,627
No.8 ,448,68,61,82,627
No.9 ,448,68,62,82,627
No.10 ,448,68,61,82,627

Disp Cluster Num:10
Center Point ,166,82,7,64,406

No.1 ,166,82,7,64,406
No.2 ,166,82,5,64,406
No.3 ,166,82,5,64,406
No.4 ,166,82,5,64,406
No.5 ,167,82,5,64,406
No.6 ,166,82,5,64,406
No.7 ,166,82,5,64,406
No.8 ,166,82,5,64,406
No.9 ,166,82,5,64,406
No.10 ,166,82,5,64,406


Disp Cluster Num:1
Center Point ,196,46,243,113,696

No.1 ,196,46,243,113,696
No.2 ,217,11,250,24,657
No.3 ,196,46,243,49,696
No.4 ,217,11,250,24,657
No.5 ,196,46,243,49,696
No.6 ,217,11,250,24,657
No.7 ,196,46,243,49,696
No.8 ,217,11,250,24,657
No.9 ,196,46,243,49,696
No.10 ,217,11,250,24,657

Disp Cluster Num:2
Center Point ,448,68,62,83,627

No.1 ,448,68,62,83,627
No.2 ,166,82,5,64,406
No.3 ,448,68,62,83,627
No.4 ,166,82,7,64,406
No.5 ,448,68,62,83,627
No.6 ,166,82,7,64,406
No.7 ,166,82,5,64,406
No.8 ,448,68,62,83,627
No.9 ,448,68,61,82,627
No.10 ,166,82,7,64,406

Disp Cluster Num:3
Center Point ,166,90,5,67,406

No.1 ,166,90,5,67,406
No.2 ,166,82,5,64,406
No.3 ,166,82,5,64,406
No.4 ,166,82,5,64,406
No.5 ,166,90,5,67,406
No.6 ,166,82,5,64,406
No.7 ,166,90,5,67,406
No.8 ,174,82,5,64,406
No.9 ,166,90,5,67,406
No.10 ,166,82,5,64,406

Disp Cluster Num:4
Center Point ,128,45,23,55,925

No.1 ,128,45,23,55,925
No.2 ,128,45,23,51,925
No.3 ,128,45,23,55,925
No.4 ,128,45,23,51,925
No.5 ,128,45,23,55,925
No.6 ,128,45,23,51,925
No.7 ,128,45,23,55,925
No.8 ,128,45,23,51,925
No.9 ,128,45,23,55,925
No.10 ,128,45,23,51,925

Disp Cluster Num:5
Center Point ,448,68,62,83,627

No.1 ,448,68,62,83,627
No.2 ,448,68,62,83,627
No.3 ,448,68,62,83,627
No.4 ,448,68,62,83,627
No.5 ,448,68,62,83,627
No.6 ,448,68,62,83,627
No.7 ,448,68,62,83,627
No.8 ,448,68,62,83,627
No.9 ,448,68,62,83,627
No.10 ,448,68,62,83,627

Disp Cluster Num:6
Center Point ,68,38,368,7,659

No.1 ,68,38,368,7,659
No.2 ,68,46,368,7,659
No.3 ,68,46,368,7,659
No.4 ,68,46,368,7,659
No.5 ,68,46,368,7,659
No.6 ,68,46,368,7,659
No.7 ,68,46,368,7,659
No.8 ,68,46,368,7,659
No.9 ,68,46,368,7,659
No.10 ,64,46,368,7,659

Disp Cluster Num:7
Center Point ,166,82,5,64,406

No.1 ,166,82,5,64,406
No.2 ,166,82,5,64,406
No.3 ,166,82,5,64,406
No.4 ,166,82,5,64,406
No.5 ,166,82,5,64,406
No.6 ,166,82,5,64,406
No.7 ,166,82,5,64,470
No.8 ,166,82,5,64,406
No.9 ,166,82,5,64,406
No.10 ,166,82,5,0,406

Disp Cluster Num:8
Center Point ,448,68,62,83,627

No.1 ,448,68,62,83,627
No.2 ,166,82,7,64,406
No.3 ,448,68,62,83,627
No.4 ,166,82,7,64,406
No.5 ,448,68,62,83,627
No.6 ,166,82,7,64,406
No.7 ,448,68,62,83,627
No.8 ,166,82,7,64,406
No.9 ,448,68,62,83,627
No.10 ,166,82,7,64,406

Disp Cluster Num:9
Center Point ,448,68,61,82,627

No.1 ,448,68,61,82,627
No.2 ,448,68,61,82,627
No.3 ,448,68,61,82,627
No.4 ,448,68,61,82,627
No.5 ,448,68,61,82,627
No.6 ,448,68,61,82,627
No.7 ,448,68,61,82,627
No.8 ,448,68,61,82,627
No.9 ,448,68,61,82,627
No.10 ,448,68,61,82,627

Disp Cluster Num:10
Center Point ,166,82,5,64,406

No.1 ,166,82,5,64,406
No.2 ,166,82,5,64,406
No.3 ,166,82,5,64,406
No.4 ,166,82,5,64,406
No.5 ,166,82,5,64,406
No.6 ,166,82,5,64,406
No.7 ,166,82,5,64,406
No.8 ,166,82,5,64,406
No.9 ,166,82,5,64,406
No.10 ,166,82,5,64,470


Disp Cluster Num:1
Center Point ,217,11,250,24,657

No.1 ,217,11,250,24,657
No.2 ,196,46,243,113,696
No.3 ,217,11,250,24,657
No.4 ,196,110,243,113,696
No.5 ,217,11,250,24,657
No.6 ,196,46,243,113,696
No.7 ,217,11,250,24,721
No.8 ,196,46,243,113,696
No.9 ,217,11,250,24,657
No.10 ,196,46,243,113,696

Disp Cluster Num:2
Center Point ,166,82,7,64,406

No.1 ,166,82,7,64,406
No.2 ,166,90,7,64,406
No.3 ,166,82,7,64,406
No.4 ,166,82,7,64,406
No.5 ,166,82,7,64,406
No.6 ,166,82,5,64,406
No.7 ,166,82,7,64,406
No.8 ,448,68,62,83,627
No.9 ,448,68,61,82,627
No.10 ,166,82,5,64,406

Disp Cluster Num:3
Center Point ,166,90,5,67,406

No.1 ,166,90,5,67,406
No.2 ,174,82,37,64,406
No.3 ,166,82,5,64,406
No.4 ,174,82,5,64,406
No.5 ,166,90,5,67,406
No.6 ,174,82,5,64,406
No.7 ,166,90,5,67,406
No.8 ,174,82,5,64,406
No.9 ,166,90,5,67,406
No.10 ,174,82,5,64,406

Disp Cluster Num:4
Center Point ,128,45,23,55,925

No.1 ,128,45,23,55,925
No.2 ,128,45,23,55,925
No.3 ,128,45,23,55,957
No.4 ,128,45,23,55,925
No.5 ,128,45,23,55,925
No.6 ,128,45,23,55,925
No.7 ,128,45,23,55,925
No.8 ,128,45,23,55,925
No.9 ,128,45,23,55,925
No.10 ,128,45,23,55,925

Disp Cluster Num:5
Center Point ,448,68,62,83,627

No.1 ,448,68,62,83,627
No.2 ,448,68,62,83,627
No.3 ,448,68,62,83,627
No.4 ,448,68,62,83,627
No.5 ,448,68,62,83,627
No.6 ,448,68,62,83,627
No.7 ,448,64,62,83,627
No.8 ,448,68,62,83,627
No.9 ,448,68,62,83,627
No.10 ,448,68,62,83,563

Disp Cluster Num:6
Center Point ,68,46,368,7,659

No.1 ,68,46,368,7,659
No.2 ,68,46,368,7,659
No.3 ,68,46,368,7,659
No.4 ,68,46,368,7,659
No.5 ,68,46,368,7,659
No.6 ,68,46,368,7,643
No.7 ,68,46,368,7,659
No.8 ,68,46,368,7,659
No.9 ,68,46,368,7,659
No.10 ,68,46,368,39,659

Disp Cluster Num:7
Center Point ,166,82,5,64,406

No.1 ,166,82,5,64,406
No.2 ,166,82,5,64,406
No.3 ,166,82,5,64,406
No.4 ,166,82,5,64,406
No.5 ,166,82,5,64,390
No.6 ,166,82,5,64,406
No.7 ,166,82,5,64,406
No.8 ,166,82,5,64,406
No.9 ,166,82,5,64,406
No.10 ,166,82,5,64,406

Disp Cluster Num:8
Center Point ,166,82,7,64,406

No.1 ,166,82,7,64,406
No.2 ,166,82,5,64,406
No.3 ,166,82,7,64,406
No.4 ,166,82,69,64,406
No.5 ,166,82,7,64,406
No.6 ,166,82,5,64,406
No.7 ,166,82,7,64,406
No.8 ,166,82,5,64,406
No.9 ,166,82,7,64,406
No.10 ,166,82,5,64,406

Disp Cluster Num:9
Center Point ,448,68,61,82,627

No.1 ,448,68,61,82,627
No.2 ,448,68,61,82,627
No.3 ,448,68,61,82,627
No.4 ,448,68,61,82,627
No.5 ,448,68,61,82,627
No.6 ,448,68,61,82,627
No.7 ,448,68,61,82,627
No.8 ,448,68,61,82,627
No.9 ,448,68,61,82,627
No.10 ,448,68,61,82,627

Disp Cluster Num:10
Center Point ,166,82,7,64,406

No.1 ,166,82,7,64,406
No.2 ,166,82,5,64,406
No.3 ,166,82,7,64,406
No.4 ,230,82,5,64,406
No.5 ,166,82,7,64,406
No.6 ,166,82,5,64,406
No.7 ,166,82,7,64,406
No.8 ,166,82,5,64,406
No.9 ,166,90,7,64,406
No.10 ,166,82,5,64,406


Disp Cluster Num:1
Center Point ,196,46,243,113,696

No.1 ,196,46,243,113,696
No.2 ,217,11,250,24,657
No.3 ,196,46,243,113,696
No.4 ,217,11,250,24,657
No.5 ,196,46,243,113,696
No.6 ,217,11,250,24,657
No.7 ,196,46,243,113,696
No.8 ,217,11,250,24,657
No.9 ,196,46,243,113,696
No.10 ,221,11,250,24,657

Disp Cluster Num:2
Center Point ,166,82,5,64,406

No.1 ,166,82,5,64,406
No.2 ,166,82,5,64,406
No.3 ,166,82,5,64,406
No.4 ,166,90,7,64,406
No.5 ,166,82,5,64,406
No.6 ,166,90,7,64,406
No.7 ,166,82,5,64,406
No.8 ,166,90,3,64,406
No.9 ,166,82,5,64,406
No.10 ,166,82,15,64,414

Disp Cluster Num:3
Center Point ,166,90,5,83,406

No.1 ,166,90,5,83,406
No.2 ,174,82,5,64,406
No.3 ,230,82,5,64,406
No.4 ,174,82,5,64,406
No.5 ,166,90,5,67,406
No.6 ,174,82,5,64,406
No.7 ,166,90,5,67,406
No.8 ,174,82,5,64,404
No.9 ,166,90,5,67,406
No.10 ,174,82,5,64,406

Disp Cluster Num:4
Center Point ,128,45,23,55,925

No.1 ,128,45,23,55,925
No.2 ,128,45,23,55,925
No.3 ,128,45,23,55,925
No.4 ,128,45,23,55,925
No.5 ,128,45,23,55,925
No.6 ,128,45,23,55,925
No.7 ,128,45,23,55,925
No.8 ,128,45,19,55,925
No.9 ,128,45,23,55,925
No.10 ,128,45,23,55,957

Disp Cluster Num:5
Center Point ,448,68,62,83,627

No.1 ,448,68,62,83,627
No.2 ,166,90,3,64,406
No.3 ,448,68,62,83,627
No.4 ,166,90,3,64,402
No.5 ,448,68,62,83,627
No.6 ,166,90,3,64,406
No.7 ,448,68,62,83,627
No.8 ,166,90,3,64,406
No.9 ,448,68,62,83,627
No.10 ,166,90,3,64,406

Disp Cluster Num:6
Center Point ,68,46,368,7,659

No.1 ,68,46,368,7,659
No.2 ,68,46,368,7,659
No.3 ,68,46,369,7,659
No.4 ,68,46,368,7,659
No.5 ,68,46,368,7,659
No.6 ,68,46,368,7,659
No.7 ,68,46,368,7,659
No.8 ,68,46,368,7,659
No.9 ,68,46,368,7,659
No.10 ,68,46,352,7,659

Disp Cluster Num:7
Center Point ,166,82,5,64,406

No.1 ,166,82,5,64,406
No.2 ,166,80,5,64,406
No.3 ,162,82,5,64,406
No.4 ,166,82,5,64,406
No.5 ,166,82,5,64,406
No.6 ,166,82,5,64,406
No.7 ,230,82,5,64,406
No.8 ,166,82,5,64,406
No.9 ,166,82,5,64,406
No.10 ,166,82,5,64,406

Disp Cluster Num:8
Center Point ,166,82,5,64,406

No.1 ,166,82,5,64,406
No.2 ,166,82,15,64,414
No.3 ,166,82,5,64,406
No.4 ,166,82,7,64,406
No.5 ,166,82,5,64,406
No.6 ,166,82,7,64,406
No.7 ,166,82,5,64,406
No.8 ,166,82,7,64,406
No.9 ,166,82,5,64,406
No.10 ,166,82,7,64,406

Disp Cluster Num:9
Center Point ,448,68,61,82,627

No.1 ,448,68,61,82,627
No.2 ,166,82,5,64,406
No.3 ,448,68,61,82,627
No.4 ,166,82,5,64,406
No.5 ,448,68,61,82,627
No.6 ,166,82,5,64,406
No.7 ,448,68,61,82,627
No.8 ,166,82,5,64,406
No.9 ,448,68,61,82,627
No.10 ,166,82,5,64,406

Disp Cluster Num:10
Center Point ,166,82,5,64,406

No.1 ,166,82,5,64,406
No.2 ,230,82,5,64,406
No.3 ,167,82,5,64,406
No.4 ,230,82,5,64,406
No.5 ,166,82,5,64,406
No.6 ,230,82,5,64,406
No.7 ,166,82,5,64,406
No.8 ,230,82,5,64,406
No.9 ,166,82,5,64,406
No.10 ,230,82,5,64,406


Disp Cluster Num:1
Center Point ,217,11,250,24,657

No.1 ,217,11,250,24,657
No.2 ,196,46,243,112,696
No.3 ,217,11,250,24,657
No.4 ,196,46,243,113,696
No.5 ,217,11,250,26,657
No.6 ,196,46,243,113,696
No.7 ,217,11,250,24,657
No.8 ,196,46,243,113,696
No.9 ,217,11,250,24,657
No.10 ,196,46,243,113,696

Disp Cluster Num:2
Center Point ,166,26,7,64,406

No.1 ,166,26,7,64,406
No.2 ,230,82,5,64,406
No.3 ,166,90,7,64,406
No.4 ,166,90,3,64,406
No.5 ,166,90,7,64,406
No.6 ,166,90,3,64,406
No.7 ,230,82,5,64,406
No.8 ,166,90,3,64,406
No.9 ,166,90,7,64,406
No.10 ,166,82,5,64,406

Disp Cluster Num:3
Center Point ,174,82,5,64,407

No.1 ,174,82,5,64,407
No.2 ,174,82,5,64,404
No.3 ,230,82,5,64,406
No.4 ,174,82,5,64,404
No.5 ,174,82,5,64,406
No.6 ,174,82,5,64,404
No.7 ,174,82,5,64,406
No.8 ,174,82,5,64,404
No.9 ,174,82,5,64,406
No.10 ,174,82,5,64,404

Disp Cluster Num:4
Center Point ,128,45,23,55,925

No.1 ,128,45,23,55,925
No.2 ,128,45,23,55,925
No.3 ,128,45,23,55,925
No.4 ,128,45,23,55,925
No.5 ,128,45,23,55,925
